id,text
1,德國的科學力是世界第一
2,想死一次看看嗎？
3,咕嚕靈波（○′∀‵）ノ♡
4,自古紅藍出CP，不是百合就是基
5,我不是loli控，只是喜歡的女生偶然是個loli
6,我不是針對你，我是說在座的各位－都是垃圾
7,我不直接回答你，用例子回答你
8,我不萌眼鏡屬性的
9,我們一向都是維穩，不是做新聞
10,我只是覺得男人和男人戀愛，那女人就應該和女人戀愛
11,我在打仗耶！這太荒謬了！
12,我已經用了二次啦
13,"我已經經獲得了新的力量,足夠毀滅牧業的力量"
14,我才不告訴逆咧～雷
15,我插過你屁眼，我們一輩子是朋友了
16,我捅過你屁眼，我們一輩子是朋友了
17,我敢打總統，可是我不敢坐飛機！
18,我是化不可能為可能的男人
19,我本來不想用這一招的
20,我現在的心情你怎麼可能了解
21,我的答案跟小當家一樣
22,我的蛋蛋終於得到了救贖
23,我的體質容易招引蟲，住在一個地方的話，那裡就會變成蟲的巢穴。
24,我相信自由自在，我詳細希望
25,我看過的本子夠多了，我知道接下來會發生甚麼
26,我要寫個慘字
27,我要是重來，必定是個漂亮的金髮女孩。
28,我體內的怪物已經長得這麼大了
29,所以反清復明只不過是一句口號，跟阿彌陀佛其實是一樣的
30,把你的內臟挖出來！
31,把渚送上本壘吧！
32,換個髮型就是新人物了
33,是不是到公海了？
34,是我的老婆
35,時代的眼淚
36,最近的蘿莉都不蘿莉了
37,最近都在聽L'Arc〜en〜Ciel的破曉晨鐘
38,有個能幹的妹妹真好
39,有奇怪的東西混進去了
40,朕還要幹多十個宮女呀
41,正面上我啊！
42,死的那個是我不成材的徒弟
43,殺很大，殺不用錢
44,比木瓜汁城好看
45,水銀燈的背後很脆弱
46,沒圖沒真相
47,沒有愛，就看不見
48,沒有我斬不斷的東西
49,沒有洛蘿緹你們都去死！
50,海外無人權
51,淺利義遠啊，個人風格相當明顯呢
52,為什麼你要代替你爹
53,燒他全家，打他媽媽
54,爭什麼？摻在一起做成撒尿牛丸啊笨蛋
55,犯人是房東
56,猩猩玩弄讀者的股間
57,玩不到哭哭喔www
58,玩過P4的人，都會變成蘿莉控
59,現在你感覺如何了？感覺如何了！？
60,現在想想這也是理所當然的事
61,用左眼來征服世界！
62,男人變態有什麼錯
63,男的也好，不會懷孕
64,直到我的膝蓋中了一箭
65,李探長眉頭一皺，覺得案情並不單純
66,真是的，小學生真是太棒了！！
67,督嚕督嚕賭嚕督嚕督嚕賭嚕督嚕督嚕督大大大
68,等這場戰鬥結束後，我準備要回故鄉結婚
69,粉紅切開來裡面都是黑的
70,索尼罪大滔天，搞到百姓怨聲載道
71,給你錢，快點做
72,給我去死兩次吧！
73,給我差不多一點！
74,老大這藥真的有效耶
75,聯邦的MS是怪物嗎
76,胸圍的尺寸與數學成績成反比
77,能力越強，責任越大
78,脫光光雖然也不錯，不過半裸才是好色之人的正道啊
79,腳只是裝飾而已，上面的大人物是不會懂的
80,自古槍兵幸運E
81,東方廚自重
82,至於你信不信，我反正信了
83,若你媽看到你這樣子，她會很擔心
84,蘿莉就該貧乳
85,蘿莉控不是人，是禽獸
86,蘿莉有三好，身嬌腰柔易推倒
87,我要是嫁不出去的話，你可以接受我嗎
88,要死也要悶死在巨乳以下啊！
89,認真你就輸了
90,誰要有血緣關係的妹妹
91,請剝奪我乙Hime的資格吧
92,請捅捅捅捅下去吧！
93,警察叔叔，就是這個人！
94,貓也可以
95,超好玩的！你有什麼不滿嗎！
96,躺著也中槍
97,這不是關說，那什麼才是關說？
98,這不是新阿姆斯特朗旋風噴射阿姆斯特朗砲嗎？做得挺像的呢
99,這不是肯德基！
100,這件事全世界只有三個人知道
101,這個世界沒有神
102,這個就任憑你想像了
103,這就是斯巴達！
104,這是什麼巫術
105,這是年輕犯下的錯
106,這是性騷擾
107,這是我爸在夏威夷教我的
108,這是禁止事項
109,這種高性能機器人一定是日本人做的
110,這都是幻覺，嚇不倒我的！
111,連我爸爸都沒打過我
112,連男人都沒嚐試過就別在那說男人的事情了
113,遊星很受，變態歡迎
114,道歉的時候露出胸部是常識吧
115,邊境的女人都很強悍
116,那可是會痛得要死的
117,那就萬事拜託您了(＊゜ー゜)ｂ
118,那是男人的腳
119,那等一下麻煩倒帶回去看一下！
120,那麼來細數你的罪惡吧！
121,醒醒吧，阿宅
122,阿鬼，你還是說中文吧
123,雖然有不少很讚的女孩子，但是男人們只會搞基
124,200人三年的製作規模，我們真的也可以XD
125,D・V・D!!
126,H是不行的
127,Jackey的鼻子有幾個？
128,出包王女，很有趣對吧～
129,百合大法好
130,一切都是時臣的錯
131,一張萌圖終結一群島民
132,一毛錢都不能打折
133,一護快跟秀哥道歉！
134,丁丁是個人才
135,三年起步，最高死刑
136,澳門首家線上賭場上線啦
137,全國最大的美女裸聊中心﻿上線啦
138,下一秒獵奇
139,如果靈核會誕生魔女的話，大家不就只能去死了嗎！
140,不也挺好嗎
141,不來的話，就死刑！
142,不入虎穴，焉得虎子
143,不准用牙齒
144,不好的是遊戲，女主角並沒有錯
145,不是假髮，是桂！
146,不能同意你更多
147,不能逃不能逃不能逃
148,不要把別人的肛門講的好像立體停車場一般！
149,安田，不要白目！
150,之翼，你要怎麼負責呢？
151,乳搖知馬力，日久變人妻
152,乾脆大家住在一起算了！
153,事實上這是主觀問題
154,人中出呂布，馬中出赤兔
155,人體鍊成果然是被禁止的
156,娘什麼！老子都不老子呀。
157,仆你個街，亞視嚟嘅喂！
158,今天我生日ㄛ
159,今天的我……沒有極限！
160,今天的風……有點喧囂啊…
161,他的戰鬥力遠在我之上
162,他說長門是抄襲綾波的
163,他‧轉‧學‧了
164,以牙還牙，加倍奉還
165,休士頓，我們出問題了
166,心葉，你一定不懂吧？
167,你不是還有生命嗎？
168,你並不孤單
169,你以為這裡是立法院啊？
170,你們兩個，乾脆交往算啦…
171,你們是我的雙翼呀！
172,你們當中誰是沒罪的，誰就可以用石頭扔他
173,你們這些死蘿莉控
174,你們都讓開，讓專業的來
175,你叫破喉嚨也沒有人來的
176,你在大聲什麼啦！
177,你在說甚麼，月姬才沒動畫
178,你如果有5000萬股，我馬上請你上來台上坐，但你只有5股，不要來干擾議程，我們不歡迎你，你賣掉，今天就賣掉！
179,你媽的ㄋㄟㄋㄟ讚！
180,你已經死了
181,你從什麼時候開始產生了我沒使用鏡花水月的錯覺？
182,你是要先洗澡呢？要先吃飯呢？還是要先吃・我・呢？
183,你是誰派來的？
184,你有受過專業訓練嗎
185,你為什麼不問問神奇海螺呢？
186,你的東西就是我的東西，我的東西還是我的東西
187,你看看你
188,你真會開玩笑
189,你認為應該是輕小說的東西就是輕小說，不過不一定會得到他人的認同
190,來練習寢技吧
191,保安！可以讓人家這樣打了又打打了又打的嗎！
192,做人不要太CNN
193,做成年番不就好了
194,偽裝真差，一看就知道是外星人
195,像你這種人，去踩貓大便啦！
196,先生也懂這個？略懂略懂
197,光之美少女又曝光了！
198,別再相信沒有根據的說法了
199,別小看地球了，幻想世界！
200,別看我這樣，在這裡我可是LV.13000、人人尊敬的魔法戰士啊！
201,加一兩張新卡就把他們全員騙倒了阿嚕
202,只是跌倒而已
203,只要出問題，C4炸藥都能搞定
204,只要有勇氣承認失敗的人，永遠都會有站起來的一天。
205,只要有心，人人也能成為食神
206,可是瑞凡，我們回不去了
207,各位，我喜歡戰爭！
208,"呼呼呼，你是夏亞吧（ ´,_ゝ`)"
209,哥哥你好英俊
210,啊哈哈，佐祐理不清楚
211,嘴巴說不要，身體倒是挺老實的
212,因為我們數學老師，時常請假
213,因為湯匙不存在
214,因為豆漿濃啊
215,國家說是十八歲，就是十八歲
216,在下強大的力量會讓你落淚的
217,在你後面，他非常火
218,在戰場看過呂布之後，看到關羽就覺得應該打得贏關羽
219,在胸部的奧林匹克裡，一公分就是冠軍跟備取的差別
220,在虛構的故事當中尋求真實感的人腦袋一定有問題
221,地圖又要重畫了
222,地方的媽媽們需要老二
223,外國人都是很NICE的，這其中一定有什麼誤會
224,臉多就了不起啊
225,夢美又死了!!
226,大艦巨砲主義乃男人的浪漫
227,人類太可惡
228,太太我喜歡妳呀～
229,太相似的話就會有版權問題
230,女俠饒命呀！
231,好不甘心…但是好有感覺！
232,好人當工具，壞人當陽具
233,好吧…這聽起來很燃
234,好想帶回家！
235,好想跳進螢幕裡跟每位魔女做愛
236,好的老師帶你上天堂，不好的老師直接帶你住套房，就這麼簡單嘛！
237,好難畫，下一集讓他死掉
238,妳要不要阿利？
239,娘子，跟牛魔王出來看上帝
240,安西教練，我只想和大家一起打籃球啊
241,完了完了，要變殭屍了
242,寬恕是他們與上帝的事，我的工作是安排他們見面
243,小便過了嗎？向神祈禱完了嗎？
244,就算殺了一個我，還有千千萬萬個我
245,就讓我解除限制器吧！
246,島民要的是萌，不是真相
247,已經沒有人為我站出來說話，因為他們都被抓走了
248,師父，救我呀!!!
249,很了不起的大象先生吧？
250,很黃很暴力
251,從前我在巨匠電腦上課
252,從此君王不早朝
253,我王境澤就算餓死，死外邊，從這跳下去，不會吃你們一點東西!真香
254,這隻竹鼠打架受內傷，活不了只好作成竹子燜竹鼠
255,這隻竹鼠好像中暑了，軟綿綿的，沒辦法只好拿到河邊燉了
256,這隻竹鼠3天沒吃東西，好像得了憂鬱症，只好把它拿來紅燒了
257,這隻竹鼠不愛吃竹子，消化系統會出問題，沒辦法只好拿到河邊烤了
258,池子裡的魚太多了，不要那麼多撈一條來油炸
259,這隻雞淋了雨，可能會生病，只好把它烤來吃
260,"可以幫我打馬賽克嗎,可以"
261,華生你突破盲點了
262,盲生你突破華點了
263,蛋糕是個謊言
264,你為什麼不問問神奇海螺呢
265,四月是你的謊言
266,我女友與青梅竹馬的慘烈修羅場
267,中二病也要談戀愛
268,怎麼想都是你們的錯
269,都是世界的錯
270,從零開始的異世界生活
271,進擊的印度人
272,我的妹妹不可能這麼可愛
273,醒醒吧阿宅，你沒有妹妹
274,只有神知道的世界
275,醒醒吧阿宅，你沒有妹妹
276,不被發現就不算犯罪哦
277,笨蛋是不會感冒的
278,不是蘿莉控，是女權主義者
279,不要在意細節
280,巨乳只有下垂的未來
281,警察叔叔，就是這個人
282,絕望了，我對這個充滿銅臭的世界絕望了
283,可愛即正義
284,你們兩個，乾脆交往算啦
285,魚丸粗面。木有粗面
286,來碗魚丸河粉吧。木有魚丸
287,要牛肚粗面吧。木有粗面
288,那要魚丸油麵吧。木有魚丸
289,那要墨魚丸粗面。木有粗面
290,麻煩你來碗魚丸米線。木有魚丸
291,麥兜啊，他們的魚丸跟粗面賣光了。就是所有跟魚丸和粗面的配搭都沒了
292,只要魚丸。木有魚丸
293,那粗面呢?木有粗面
294,甜食是裝在另一個胃裡的
295,我對普通的人類沒有興趣。假如你們當中有外星人 未來人 異世界人或者超能力者 儘管來找我
296,我考慮了一下，果然還是無法接受啊
297,這麼可愛一定是男孩子
298,我要成為新世界的神
299,這是我爸爸在夏威夷教我的
300,超好玩的！你有什麼不滿嗎
301,就算不結婚有妹妹不就好了嗎
302,就算是哥哥，有愛就沒問題了
303,你們都是我的翅膀
304,貧乳是稀有價值
305,胸部什麼的，明明只是裝飾
306,遠的不是距離，而是次元啊
307,你是說你在妹妹的房間用妹妹的電腦玩對妹妹做下留事情的遊戲嗎，超好玩的有意見嗎
308,在虛構的故事當中尋求真實感的人腦袋一定有問題
309,關於完全聽不懂老公在說什麼的事
310,不就是一塊石頭嗎，看我用鋼彈把它推回去
311,不作死就不會死，為什麼不明白
312,不要停下来啊
313,你渴望力量嗎
314,所羅門喲，我又回來了
315,太過年輕而犯下的錯
316,這時只要微笑就可以了
317,左舷彈幕太薄了
318,鑽頭是男人的浪漫
319,只要打不中就沒有什麼大不了
320,我的鑽頭可是突破天際的鑽頭啊
321,"承太郎,快用你無敵的白金之星想想辦法啊"
322,不要靠近我啊
323,"大腦,大腦在顫抖抖抖抖抖"
324,但是我拒絕
325,看啊，你的死兆星在天上閃耀
326,但我的痛苦在你之上
327,只要是活著的東西，就算是神也殺給你看
328,人被殺，就會死
329,連自己心愛的人都救不了，我還算什麼廚師
330,連同伴都救不了的傢伙，怎麼當得了火影
331,冒險家翻抽屜有什麼不對
332,那一天人類終於回想起了，曾經一度被他們所支配的恐怖 還有被囚禁於鳥籠中的那份屈辱
333,你們才不是一無所有呢，你不是還有生命嗎
334,你就是我的Master嗎
335,你已經死了
336,你真是怠惰呢
337,看啊，你的死兆星在天上閃耀
338,燃燒吧，小宇宙
339,我說，那邊的人全都是處男嗎
340,人類為什麼要互相傷害
341,來啊，來互相傷害阿
342,雖然我可愛又迷人，但我會招來死亡
343,JOJO，我不當人類啦，JOJO
344,為王的誕生，獻上禮炮
345,我就將我剛剛體驗到的事直接說出來吧
346,我禿了，也變強了
347,吾心吾行澄如明鏡，所作所為皆為正義
348,我的身心和行為沒有一絲的陰霾，全部都是為了正義
349,相同的招式對聖鬥士是沒用的
350,不得不承認，現在是你比較強
351,想死一次看看嗎
352,要不要死一次試試
353,要上了英雄王，武器的儲備足夠嗎
354,為美好的世界獻上爆焰
355,nice bakuretsu
356,勇士喜歡巨乳有什麼錯
357,這個男人，有兩把刷子
358,戰鬥力只有5的渣渣
359,一個能打的都沒有
360,諸君，我最喜歡戰爭了
361,你沒事吧，不要扶他
362,打麻將真開心啊
363,很了不起的大象先生吧
364,教練，我想打籃球
365,小學生真是太棒了
366,而驅逐艦它們棒極了
367,沒有等級不就是等級零嗎
368,因為我是天才
369,靈魂寶石會孕育魔女的話，大家不都只有去死了嗎
370,和我簽訂契約，成為魔法少女吧
371,我要代替月亮來懲罰你
372,"霹靂卡霹靂拉拉,波波力那貝貝魯多"
373,"拍拍砰呸,噗哇噗哇噗"
374,"帕美魯克拉魯克,拉哩摟哩波噴"
375,"噗魯魯噗魯,發咪發咪發"
376,"佩魯坦佩登,啪拉力拉碰"
377,"皮皮多噗力多,噗力當貝貝魯多"
378,那就讓你頭腦稍微冷靜一下吧
379,身體好輕，已經沒有什麼好害怕的了
380,圍繞著你的世界，比你想像的要溫柔一些
381,只要殺了境主，雪憶隨便你搞
382,歡迎回來，指揮官
383,"El,psy congroo"
384,竜が我が敵を喰らう
385,竜神の剣を喰らえ
386,你的英勇長存人心
387,你們這是自尋死路
388,少女祈禱中
389,神說你還不能死在這裡
390,聖光啊，你有看到那個敵人嗎
391,萬物皆虛，萬事皆允
392,我選擇死亡
393,我以前和你一樣也是個冒險家，直到我的膝蓋中了一箭
394,因為神聖的卡拉，連結著我們每個人的思想
395,這是何等的靈壓啊
396,總有一天我的生命將抵達終點，而你將加冕為王
397,抽卡是壞文明，粉碎他
398,我的身體已經殘破不堪了
399,我沒有夢想，但我可以守護夢想
400,來細數你的罪惡吧
401,我自始至終都是最佳狀態
402,相信我，你也可以變成光
403,鄉隊員不是在與傑克的搏鬥中死了嗎
404,把你們的力量借給我吧
405,這個笑容由我來守護
406,我能吞下玻璃而不傷身體
407,在網際網路上，沒人知道你是一條狗
408,整條街的智商都被你拉低了
409,美好的愛情就是一個臭不要臉一個假裝矜持，千萬不要等到臭不要臉的那個走了 假裝矜持的那個才哭了
410,憑你的智慧，我很難跟你解釋
411,當帥哥很痛苦的，你們這些奇形怪狀是不會懂的
412,生亦何歡，死亦何苦
413,做人如果沒夢想，那跟鹹魚有什麼分別啊
414,曾經有一份真誠的愛情放在我面前，我沒有珍惜，等我失去的時候我才後悔莫及，人世間最痛苦的事莫過於此。如果上天能夠給我一個再來一次的機會，我會對那個女孩子說三個字：我愛你。
415,如果非要在這份愛上加上一個期限，我希望是一萬年
416,不記得了也好，忘卻也是一種幸福
417,人是人他媽生的，妖是妖他媽生的，只要你有一顆善良的心就不再是妖 是人妖
418,一鄉二里共三夫子不識四書五經六藝竟敢教七八九子十分大膽，十室九貧湊得八兩七錢六分五毫四厘尚且三心二意一等下流
419,別以為你長得帥我就不打你
420,你想？什麼時候輪到我想
421,除暴安良是我們做市民的責任，行善積德是我本身的興趣，所以扶老太太過馬路我每個星期都做一次，如果是碰到國定假日的話我還做多兩三次
422,你是檸檬頭、老鼠眼、鷹勾鼻、八字眉、招風耳、大翻嘴、老羌牙、燈芯脖子、高低膊、長短手、雞胸、狗肚、飯桶腰，我要是你，我早就自盡了
423,我對你的敬仰真是如滔滔江水連綿不絕，又有如黃河氾濫一發不可收拾
424,想當年我手拿兩把菜刀從南天門砍到蓬萊東路，砍了三天三夜眼睛都沒眨一下
425,腰里揣著死耗子還冒充打獵的
426,你可以說我是跑龍套的，但是你不可以說我是「臭跑龍套」的
427,當時那把劍離我的喉嚨只有0.01公分，但是四分之一炷香之後，那把劍的女主人將會徹底地愛上我，因為我決定說一個謊話。雖然本人生平說過無數的謊話，但是這一個我認為是最完美的
428,你完全沒問題，是你爸媽有問題 把你生成這個樣子
429,我打你應該，不打你悲哀
430,我的真正身份是改變社會風氣、風靡萬千少女、提高青年人內涵、刺激電影市場、玉樹臨風的整人專家古晶
431,為什麼我這麼帥卻要掉頭髮，你們長的那麼醜卻不掉頭髮
432,就憑你們這幾個爛番薯、臭鳥蛋，想取我的性命未免太過兒戲吧
433,我左青龍、右白虎，老牛在腰間、龍頭在胸口，人擋殺人、佛擋殺佛
434,你快點回火星吧，地球是很危險的
435,生我是副作用呀！你還不是享受那些製造過程嘛
436,打人都沒力氣，還說是黑社會
437,貧僧乃少林寺方丈，法號夢遺
438,掃地只不過是我的表面工作，我真正地身份是一位研究僧
439,小強！小強你怎麼了小強
440,古時有關雲長全神貫注下象棋刮骨療毒，今日有我凌凌漆聚精會神看A片挖骨取彈頭
441,倚天切！屠龍斬！
442,根本就沒有什麼食神，或者說 人人都是食神
443,為什麼我會流淚呢？原來是洋蔥
444,"紅燒翅膀，我喜歡吃,但是你老娘說你快升天,越快升天就越應該要拼命吃，如果現在不吃,以後沒機會再吃"
445,"圖書裡龍不吟虎不嘯小小書僮可笑可笑,棋盤裡車無輪馬無韁叫聲將軍提防提防"
446,"鶯鶯燕燕翠翠紅紅處處融融洽洽,雨雨風風花花葉葉年年暮暮朝朝"
447,"十口心思思君思國思社稷,八目共賞賞花賞月賞秋香"
448,"我上等威風顯現一身虎膽,你下流賤格露出半個龜頭"
449,"你家墳頭來種樹,汝家澡盆雜配魚,魚肥果熟入我肚,你老娘來親下廚"
450,"我們一起學貓叫,一起喵喵喵喵喵"
451,"我們一起學豬叫,一起齁齁齁齁齁"
452,"北連中胡,胡又比連更穩些,再18個小時就知道誰沒穿褲子"
453,退潮之後就知道誰沒穿褲子
454,現實的風向早就變了
455,"哈哈哈哈,你看看你"
456,"閃開,讓專業的來"
457,孩子的學習不能等
458,我是跟鄉民進來看熱鬧的，只是往前站了一點
459,先承認你同學就是你
460,這種要求我一輩子都沒聽過
461,謝謝你9527
462,累了一天，聽首歌好嗎
463,內線就交給趙建銘
464,不能同意你更多了
465,這個直球有伸卡球的味道
466,人家都上太空了，我們還在殺豬公
467,87分，不能再高了
468,你名義老爸在你後面，他非常火
469,"崩潰,◢▆▅▃ 崩╰(〒皿〒)╯潰 ▃▅▆◣"
470,一個便當不夠你不會吃第二個嗎
471,三重劉德華
472,板橋金城武
473,苗栗小五郎
474,松山吳彥祖
475,泰山錢德勒
476,億載金城武
477,池上戶彩
478,彰化田中將大
479,不可質疑你的神
480,不爽不要看
481,不管他嗑了什麼都給我來一點
482,不要問！很恐怖
483,丞相，起風了
484,中國或成最大贏家
485,了不起，負責
486,人家是女生也
487,人家是女森ㄝ
488,倫家4女森欸
489,"什麼叫初音是個軟體而已,想決鬥嗎"
490,什麼是越位
491,他國事務
492,"佛心公司,╰(⊙Д⊙)╮佛心公司╭(⊙Д⊙)╯ ╭(⊙-⊙)╯佛心公司╰(⊙-⊙)╮"
493,作業自己寫
494,你他媽的我到底看了三小
495,你好糟糕，請暫時不要跟我說話
496,"你在大聲什麼啦,公道價八萬一,不要起爭議啦,先拆座墊,車子有異音,普利珠啦,我做生意我坦蕩蕩"
497,你媽知道你在這裡發廢文嗎
498,你知道你媽在這裡發廢文嗎
499,你我都推了一把
500,"你才邊緣人,你全家都是邊緣人"
501,"先別管這個了,你聽過安麗嗎"
502,你誰啊，亂么吉
503,你這輩子就這樣了
504,你還是21小時之後再來吧
505,你那邊還來得及，不要投票給馬英九
506,"假的,我的眼睛業障重"
507,先承認你就是你朋友
508,先承認你同學就是你
509,"全PTT帳號都是我分身,不信我等等開分身上來說一樣的話"
510,八卦版人氣-1
511,千杯千杯再千杯
512,948794狂
513,SOD都是真的
514,"印何闐,印何闐"
515,厲害了，我的國
516,可惡，想揉
517,"台南市長,榮中學"
518,可是瑞凡，我回不去了
519,合太醬料
520,"咩修幹某,May show gun more,めしょうがんも"
521,喔~~喔喔~~喔喔~~喔喔~爪爪
522,"喜歡你溫暖的文字,洋溢著滿滿的幸福：)"
523,嗯嗯！跟我想的一樣
524,因為陸客不來了
525,"國防布,完全沒有畫面"
526,地方的媽媽需要老二
527,垃圾不分藍綠
528,壞了50收
529,開門，麥當勞歡樂送
530,讀大葉，掃落葉
531,天大地大台科大，台清交成在腳下，央山正興又算啥，政北砍掉重練啦。國立普大都是渣，北大復旦吃屎吧，劍橋牛津都驚嚇，東大慶應是小咖。麻省理工躲回家，普林斯頓皮皮挫，哈佛耶魯我不怕，世上唯有台科大
532,"太陽餅裡面沒有太陽,長頸鹿美語也不是長頸鹿教,何嘉仁美語不是何嘉仁教,嬰兒油裡沒有嬰兒,車輪餅沒有車輪,老婆餅裡沒有老婆,牛舌餅裡沒有牛舌,熱狗裡面沒有狗,獅子頭裡沒獅子,錢包裡沒有錢"
533,好了！下去領五百塊
534,孩子的學習不能等
535,揮淚斬馬超
536,完全沒有畫面
537,少時不讀書，長大當記者
538,"看來小康妮的轉陰莖常練習,小康妮的轉陰唇脆是靠天分,小康妮的轉陰部可能沒有名師指點,小康妮的轉陰蒂造不少紀錄"
539,小熊今年拿冠軍
540,寶寶心裡苦，但寶寶不說
541,"尚書大人還真機靈,風往哪吹你就往哪倒"
542,左邊是超大型巨人，右邊是鎧之巨人
543,醒醒吧，你根本沒有女朋友
544,"建議千萬別這樣做,上次有人這樣結果佔用一個插座,就少一個插座用很不方便"
545,很重要所以要講三次
546,氣到彈出來
547,得罪了方丈還想走
548,沒事兒！沒事兒
549,"吾名惠惠 乃是紅魔族第一魔法師,操縱最強爆裂魔法之人"
550,意圖使人吃宵夜
551,"感謝大大無私分享,樓主好人一生平安"
552,我在蘆洲火車站的火字下等你
553,我在台中火車站的火字下等你
554,我這人很單純，有貓就給推
555,我覺得不行
556,"ikea,我都唸ikea"
557,"costco,我都唸costco"
558,"那一年默默無言,只能選擇離開,無邪的笑容已經,不再精彩,你害怕結局所以,拼命傷害,說是我擋住你的,美好未來,你堅決,不希望我等待,我便默默的讓你走開,如今你,受了傷回來,叫我如何接受這安排,我難過的是,放棄你放棄愛,放棄的夢被打碎,忍住悲哀,我以為,是成全,你卻說你更不愉快"
559,姆咪姆咪心動動
560,更多更詳盡歌詞在※ Mojim.com 魔鏡歌詞網
561,肘擊她奶子
562,李組長眉頭一皺，發覺案情並不單純
563,查無不法，謝謝指教
564,開門查水表
565,正直與善良都回來了
566,幹0糧母豬滾喇幹
567,母豬母豬，夜裡哭哭
568,毫無回應，就只是個長老
569,你為什麼要放棄治療呢
570,然後他就死掉了
571,烏咪沒有犯罪
572,牽手護懶趴\(￣︶￣)/╰ひ╯\(￣︶￣)/
573,奶子呢，現在急用
574,玻璃心碎滿地
575,現在放棄，暑假就開始惹
576,中壢李姓選民
577,李姓中壢選民
578,我去總統府前面表演用肛門榨甘蔗
579,真心祝福，你的故事很浪漫
580,"勿忘督割,勿忘督割"
581,你爸媽平均有一顆睪丸
582,秦國沒有百貨公司
583,糟了，是世界奇觀
584,第一手天元
585,給開司一罐啤酒
586,萬人響應，一人到場
587,薪水小倫
588,藍瘦香菇
589,記者快來抄
590,"語畢,哄堂大笑"
591,"誰在八卦版罵小馬試看看,ㄧ定劣退"
592,說好不提老母
593,"不用不用,請問您今天要來點兔子嗎"
594,讓她生！讓她生！
595,超後悔投給柯P
596,越想越不對勁
597,趕快推，不然別人會以為我們看不懂
598,這裡是八仙樂園
599,道歉時露出胸部是常識吧
600,這種要求我這輩子沒見過
601,這我一定吉
602,這就是人蔘啊
603,"我味增湯都不放味曾與豆腐,改放菜頭排骨酥用肉燥提味,又清又香但就略油,壽司改成糯米加香菇肉絲去蒸,那就是菜頭湯了吧,不是菜頭湯,這味增湯喝起來跟排骨酥湯90%口感很像,那就是排骨酥湯阿幹"
604,拿聖靈寶劍斷開魂結，斷開鎖鏈 斷開一切的牽連
605,不對啊，今年不是五倍嗎
606,"都是they的錯,i都沒有錯"
607,選奶大的
608,都是愛莉的錯
609,重判三年
610,野豬騎士來喔
611,說我帥，太沉重
612,鋰鎂銅鋰鋅
613,鋰鎂鈾銅鋰鋅
614,來八仙玩水囉
615,阿不就好棒棒
616,阿公眼鏡髒太太看成娘，指著紗窗說藍色蜘蛛網
617,"陳菊,.avi"
618,"好像棋盤似的,我看倒有點像稿紙,真像一塊塊綠豆糕"
619,我與父親不相見已有二年餘了，我最不能忘記的是他的背影
620,"先帝創業未半，而中道崩殂。今天下三分，益州疲弊，此誠危急存亡之秋也。然侍衛之臣，不懈於內,忠志之士，忘身於外者，蓋追先帝之殊遇，欲報之於陛下也。誠宜開張聖聽，以光先帝遺德，恢弘志士之氣,不宜妄自菲薄，引喻失義，以塞忠諫之路也。宮中府中，俱為一體，陟罰臧否，不宜異同。若有作姦犯科，及為忠善者，宜付有司，論其刑賞，以昭陛下平明之治，不宜篇私，使內外異法也。侍中、侍郎郭攸之、費褘、董允等，此皆良實，志慮忠純，是以先帝簡拔以遺陛下。愚以為宮中之事，事無大小，悉以咨之，然後施行，必能裨補闕漏，有所廣益。將軍向寵，性行淑均，曉暢軍事，試用於昔日，先帝稱之曰「能」，是以眾議舉寵為督。愚以為營中之事，悉以咨之，必能使行陣和睦，優劣得所。親賢臣，遠小人，此先漢所以興隆也；親小人，遠賢臣，此後漢所以傾頹也。先帝在時，每與臣論此事，未嘗不歎息痛恨於桓、靈也。侍中、尚書、長史；參軍，此悉貞良死節之臣也，願陛下親之信之，則漢室之隆，可計日而待也。臣本布衣，躬耕於南陽，苟全性命於亂世，不求聞達於諸侯。先帝不以臣卑鄙，猥自枉屈，三顧臣於草廬之中，諮臣以當世之事，由是感激，遂許先帝以驅馳。後值傾覆，受任於敗軍之際，奉命於危難之間，爾來二十有一年矣！先帝知臣謹慎，故臨崩寄臣以大事也。受命以來，夙夜憂勤，恐託付不效，以傷先帝之明。故五月渡瀘，深入不毛。今南方已定，兵甲已足，當獎率三軍，北定中原，庶竭駑鈍，攘除奸凶，興復漢室，還於舊都,此臣所以報先帝而忠陛下之職分也。至於斟酌損益，進盡忠言，則攸之、褘、允之任也。願陛下託臣以討賊興復之效,不效，則治臣之罪，以告先帝之靈。若無興德之言，則戮允等，以彰其慢。陛下亦宜自課，以諮諏善道，察納雅言，深追先帝遺詔，臣不勝受恩感激。今當遠離，臨表涕泣，不知所云。"
621,要謝的太多了，那就謝天吧
622,雨八令刀
623,顏色不對
624,黨內互打免費
625,"忠貞683T人渣賤狗板橋張順瑋弒父姦母,至今仍然逍遙法外"
626,"放火燒要小心,以前看過學長燒老師結果老師狂奔跑到舊報紙堆裡面"
627,"實歲是從媽媽的身體裡出來開始算的,虛歲是從爸爸的身體裡出來開始算的"
628,"↙煞氣a警察↗,( ′-`)↗︴"
629,耶穌愛你媽
630,怕PO文就不要被噓
631,這教官的墓上的草都長得跟你妹一樣高了
632,"你女友是不是鼻子尖尖的,鬍子翹翹的,手裡還拿根釣竿,幹你娘 這不是波爾嗎"
